Hit Type,Base Attack,Damage Dealt,Weapon Accuracy,Target Defense
normal,14,23,20,0
normal,14,21,20,0
normal,14,23,20,0
normal,14,20,20,0
normal,14,16,20,0
normal,14,16,20,0
normal,14,16,20,0
normal,14,22,20,0
normal,14,17,20,0
normal,14,21,20,0
normal,14,17,20,0
normal,14,16,20,0
normal,14,18,20,0
normal,14,20,20,0
normal,14,17,20,0
normal,14,18,20,0
normal,14,19,20,0
normal,14,17,20,0
normal,14,20,20,0
normal,14,19,20,0
normal,14,22,20,0
normal,14,21,20,0
normal,14,16,20,0
normal,14,16,20,0
normal,14,19,20,0
normal,14,16,20,0
normal,14,18,20,0
normal,14,17,20,0
normal,14,19,20,0
normal,14,18,20,0
normal,14,18,20,0
normal,14,20,20,0
normal,14,21,20,0
normal,14,16,20,0
normal,14,19,20,0
normal,14,18,20,0
normal,14,23,20,0
normal,14,18,20,0
normal,14,20,20,0
normal,14,18,20,0
normal,14,23,20,0
normal,14,17,20,0
normal,14,17,20,0
normal,14,19,20,0
normal,14,22,20,0
normal,14,17,20,0
normal,14,15,20,0
normal,14,19,20,0
normal,14,21,20,0
normal,14,20,20,0
normal,14,17,20,0
normal,14,15,20,0
normal,14,17,20,0
normal,14,21,20,0
normal,14,18,20,0
normal,14,20,20,0
normal,14,17,20,0
normal,14,17,20,0
normal,14,16,20,0
normal,14,22,20,0
normal,14,19,20,0
normal,14,20,20,0
normal,14,18,20,0
normal,14,21,20,0
normal,14,23,20,0
normal,14,18,20,0
normal,14,18,20,0
normal,14,16,20,0
normal,14,18,20,0
normal,14,21,20,0
normal,14,21,20,0
normal,14,19,20,0
normal,14,21,20,0
normal,14,20,20,0
normal,14,21,20,0
normal,14,22,20,0
normal,14,15,20,0
normal,14,16,20,0
normal,14,17,20,0
normal,14,17,20,0
normal,14,16,20,0
normal,14,19,20,0
normal,14,21,20,0
normal,14,18,20,0
normal,14,17,20,0
normal,14,17,20,0
normal,14,19,20,0
